userName,score,at,content
Ruri Wardayanti,1,2022-09-17 12:51:01,"Saya sudah lama menggunakan aplikasi peduli lindungi karena itu syarat masuk kantor tapi sekarang harus daftar lagi, masalahnya masuknya gagal terus"
Moh. Nashiruddin,1,2022-09-17 11:38:52,"saat mau cek vaksin, aplikasi blank putih, sudah hapus data aplikasi dan install ulang aplikasi masih seperti ini"
zubed ahmad,3,2022-09-17 09:24:32,mau cek sertifikat vaksin Booster tidak bisa di buka ..malah muncul warna putih .tolong aplikasinya di perbaiki lagi 🙏🙏🙏
Ferdy Putra,4,2022-09-17 07:19:45,Bagus cuman sayang ga bisa polih tahun bulan tanggal lahir harus di klik beberapa kali biar bisa langsung biar ga ribet
Matsu Shira Ch.,1,2022-09-17 07:19:03,"Kenapa sih pas pengen login lagi masih ada aja masalah di saat pengen masukin kode yang di kirim lewat WhatsApp atau Gmail?, Lewat SMS bilangnya ""username is not allowed to be empty"", giliran make Gmail baru mau nge masukin kodenya malah ke rubah buat masukin kode lewat WhatsApp/SMS. Tolong yah diperbaikin, saya pengen ngambil data vaksin saya buat izin kuliah dan kok saya liat bug ini ga di perbaiki sampai sekarang? Padahal udah lama bugnya.."
Yuli Bahtiar,3,2022-09-17 07:02:54,Tidak berfungsi pada hp lama. Harusnya tetap bisa mengakodasi semua hp milik manula.
Sugi Tanuwijaya,3,2022-09-17 06:12:55,"Aplikasi sangat mudah digunakan, setelah Update menjadi lebih baik dan respon aplikasi menjadi lebih cepat. Sangat baik"
Kholidi Achmed,1,2022-09-17 04:29:05,"Dulu sih enak, sangat membantu. Tapi sekarang kok gak bisa ya .... Muncul layar putih total, meskipun gak seputih kulit saya sih. Mohon perbaiki"
Dikdik Sidik,4,2022-09-17 02:23:54,"Saya sudah daftar vaksinasi non Indonesia , tapi kartu verifikasi vaksinasi baru keluar dosis ke 1, yang kartu verifikasi dosis ke 2 belum keluar, Mau vaksin booster/3 terkendala dan kita sudah masukan data yang benar, kenapa tolong penjelasannya"
SHD,5,2022-09-17 01:51:14,Aplikasi nya bagus. Pas udah update terbaru malah ngga bisa check in di lokasi
Uwan Tofan,5,2022-09-17 01:48:38,"Utk jaringan yg kurang bagus,seperti di daerah terkadang lambat saat buka aplikasi peduli lindungi."
Neri Etikayati,1,2022-09-17 00:41:00,"Kenapa mau daftar aplikasi selalu di minta sesuaikan nama dan NIK padahal sudah sesuai, saya mau lihat sertifikat jadi tidak bisa"
hanif juqi,5,2022-09-17 00:34:08,"Aplikasi sudah ok. Mohon untk vaksin satu,dua,dan tiga agar di tampilakn di menu utama dengan barcod dan warna yg berbeda🙏"
Kurnia T Hartanto,1,2022-09-16 22:53:12,"Aplikasi g jelas,beda program g mau nerima sampai2 suntik vaksin 4 kali eh masih g bisa juga, GAK JELAS, yang bikin sama yang dilapangan g sinkron udh gitu klo mau komplain atau meminta bantuan jg g ada yg bisa dibuat ngadu...EMANG APLIKASI N PROGRAM YANG G JELAS"
Fitria Mustopa,3,2022-09-16 19:39:53,"ini apk wajib penting buat perjalanan, tapi tolong dong jgn sering' pembaruan terus hp kentang ni susah buat updatenya jd ribet klo lagi jalan mau scan tbtb harus update dulu aduhh kasihaninlah😭🙏🏻"
Abd Aziez,1,2022-09-16 16:17:02,"Aplikasi nya lengkap dn mwu mnghapus data sertifikat tidak terhapus masih ada soal nya sertifikat saya ada 2 di dosis pertama gak bisa di hapus Gimana cara nya...., mohon info nya ya...."
Gilang Apdila,1,2022-09-16 15:35:59,"Orang udh vaksin sertifikat nya ga muncul muncul, malah jadi susah gini padahal kerjaan udh di depan mata, tapi di suruh booster seharusnya udh booster karna vaksin ke 2 sertifikat nya ga muncul jadi ga bisa booster !!!!!!!!!!!!"
rahmat saputra,1,2022-09-16 12:49:46,"Masak di abgred malah tambah sulit untuk masukan sertifikat,bukan mempermudah,ribet mau naik pesawat mau cek sertivikat kok suruh abgred untung di kirim via wa sertifikat dari rumah,apa nie aplikasi"
Inayatul Hikmah,1,2022-09-16 10:13:02,"Aneh banget padahal saya udah vaksin dosis kedua tapi sertifikat vaksin yg kedua sama sekali gak muncul, udah ditungguin berbulan-bulan juga sama aja, minus"
Ucu Rosidah,1,2022-09-16 09:37:02,Kenapa mesti loading Kenapa mesti ada DO padahal udah vaksin 3 tpi tetep yg masuk cuma 2 apk apa ini tolong perbaiki lah. Di suntik itu menyakitkan jangan membebani rakyat kecil lah
Ahmad fauzi,1,2022-09-16 09:01:18,"Aplikasi yang terkesan memaksakan penggunanya harus sering update, kalo tidak di update aplikasi tidak bisa digunakan"
Lutfhi Arief,1,2022-09-16 06:10:04,"Ga bisa di buka sertifikasi vaksin nya, menu menu nya ga ada yang bisa, payah sekelas negara indonesia bikin aplikasi gini aja ga becus"
Sahroni,5,2022-09-16 03:02:00,Aplikasi ini saya mohon jgn dibikin susah pemakainya kalau ingin dibukanya untuk mengecek sertifikat vaksin covid. Tolong dibikin simpel aja untuk membukanya. Salam sehat selalu. Alhamdulillah akhirnya aplikasi ini sdh kembali di normalkan lagi. Terima Kasih.
Jezsy Mauriz,1,2022-09-16 01:48:40,Ini kenapa aplikasi ga mau jalan..heran di saat lagi buru buru masuk pagi malah gagal in mulu..terkadang kesel juga kalo tiba tiba di suruh perbaharui ..loadingnya lamaaaa..harus sabar emang
Fajar Tommy Hermawan,1,2022-09-16 01:40:51,Aplikasi lelet. Mau check in saja susah... Di perbaiki apa gimana? Bikin repot dan buang waktu aja.... Bintang 1 aja dah cukup....
Miichael Halim,1,2022-09-16 01:38:14,"Minta diupdate, udah selesai malah loading lama ga bisa lihat akun payah ini lama"" Apk ga jelas. Mau unduh sertifikat loading lama kali sekalinya bisa ke unduh ga masuk d galeri bangke emang apk basi"
bayu bayu,1,2022-09-16 01:34:59,mau daftar lewat aplikasi gak bisa padahal data sudah benar semuanya. hadeeeeh
vikri hartanto,1,2022-09-16 01:10:48,Daftar masuk verifikasi tapi kodenya gak muncul2 Ampe berapa kali akhirnya ada peringatan sudah verifikasi 3 kali tapi gak ada verifikasi yang muncul emng gak becus nih apk
Agneza Monica,1,2022-09-16 01:01:11,"Baru baru ini aplikasinya bermasalah, awalnya aman2 aja. Skrng2 jadi sering keluar sndri trs harus login lagi kalo sesi nya habis. Ga bisa scan barkot selalu checkin gagal. Sampe udah di uninstal berkali2 tapi tetep sama penyakitnya sama"
Sayed Fathin rozi,1,2022-09-15 23:21:25,Maksa update tapi dibilang kita ga punya sertifikat vaksin..disuruh isi data detail kapan vaksin..kan nyusahin namanya...awas aja kalau sampai mengganggu aktifitas..bisa ribut sama petugas yg mempersulit karena aplikasi yang nyusahin
fajar pathul padhillah,1,2022-09-15 14:13:53,Tolong diperbaiki segera ini sangat mengganggu untuk aktifitas yang perlu checkin peduli lindungi. padahal saya sudah checkout tapi pas mau scan barcodenya malah muncul tulisan anda masih check in disini
Denny Ansyah,1,2022-09-15 14:03:41,Sampai sekarang pedulilindungi tetap tidak bs digunakan padahal setiap hr msk kerja wajib pakai aplikasi pedulilindungi tp force close trus hr login berulang-ulang
Rita Magesta,1,2022-09-15 14:02:13,"Apasih udh di perbaruhi jg pas masuk waktu sesi habis trus sampe 10 kali, tolong ya perbaiki udh mah lagi butuh buat bukti dirmh sakit, malah aplikasinya ga bisa digunakan, makin di perbaruhi makin gajelas aplikasinya!!!!"
Aditiyo,1,2022-09-15 13:58:58,"saya login kok terjadi kesalahan kenapa ya,padahal nomor hp sama email nya cocok tolong dong berguna dikit,sertifikatnya sangat diperlukan tapi aplikasinya kayak gini"
Imam Prayitno,1,2022-09-15 13:56:11,Setelah di perbaruii .. Akun Secara tiba² logout sendirinya .. tapi ketika login .. malahh sulitt padahal nomor hp dan e-mail sebelumnya Sudah Terdaftarr ..
bobby ands,2,2022-09-15 13:50:56,"Setiap kali saya login selalu tulisanya (waktu habis, silahkan login isi ulang). Applikaainya ribet ya.. Tiap login minta kode nomor. Ini sampai kapan masalahnya Dev? Minggu ini saya mau brngkat, nnti gara2 app ini jadi bermasalah pula di bandara gk bisa login."
Adelya Rina Susilawati,1,2022-09-15 13:48:56,"Kalo misalnya bisa bintang 0 gw kasih bintang 0, ini apk terjelek yg pernah dongwload (itu jga karena terpaksa), masa trs²an muncul pemberitahuan ""sesi anda telah abis mohon login ulang"" kaya woii ini apk pemerintah jelek bangett najiss, pgn di uninstall tapi butuh"
Sundari Uun,1,2022-09-15 13:17:19,Kok agak lama yaa malahan setelah di update.. sesi berakhir mulu.. ngulang lagi dr awal...
teddy fahru,1,2022-09-15 11:34:32,"Server aplikasi masih jelek, pas mau login loading lama padahal jaringan buat buka aplikasi lain lancar2 aja. Mohon diperbaiki juga untuk pemilihan tanggal lahir supaya bisa diketik saja, karena butuh waktu yg lama apabila harus menggeser bulan satu persatu setiap tahunnya"
Irna Wati,1,2022-09-15 11:29:24,"Awal nya gpp apk nya tiba² waktu masuk hbs gmna dong min, dan harus log in lagi, saya mu log in susah bgt ini, tolong di perbaiki dong"
Abdul Madjid,1,2022-09-15 11:27:55,"Setelah update tdk bisa log in,akhirnya uninstall, install ulang malah ga bisa,tolong diperbaiki lg"
Citra Ayu,1,2022-09-15 11:25:49,Saya pernah daftar di hp yg lama. Saat ganti hp baru malah gk bisa kebuka. Keterangannya nomor tdk terdaftar... mau daftar juga tdk berhasil. Kayaknya lbih enak pakai no. NIK deh masuknya... kalau pakai no. HP kasihan kalau yg hanya punya 1 HP... mau cek punya anaknya juga gmn?
shofura wahidah,1,2022-09-15 11:21:21,"Mohon maaf, saya login ingin mengambil sertifikat vaksin saya + Jaringan saya stabil tapi saya susah login ke aplikasi ini. saya gak bisa login di aplikasi ini dan di website PeduliLindungi Mohon di perbaiki sistemnya, kalau begini terus bagaimana saya bisa ngambil sertifikat vaksinnya?"
Ziddan Mulia Perdana,1,2022-09-15 11:15:47,"server benerin, masa suruh login ulang mulu, ga tinggal masuk aja. terlebih lagi kudu make jaringan kenceng biar bisa masuk? ga ngangkat"" jaringan nya buat masuk nih aplikasi, aneh dah..."
Endang retno Triwinarni,1,2022-09-15 11:08:26,Apa ini? Kenapa setelah di coba masuk berulang kali tetap engga bisa? Selalu waktu login sudah habis. Di coba untuk buka di webnya pun sama saja. Maunya gimana ini aplikasi?
isaku iki,1,2022-09-15 11:07:41,"Setelah di update Selalu ada tulisan ""sesi pemberitahuan anda berakhir mohon login ulang"" Tolong dibenahi kak..."
Cemat _Creator,1,2022-09-15 11:01:20,Aplikasi nya lama padahal sinyal bagus login susah kalau udah login terus keluar suruh login lagi
Cahya anggara Putra,1,2022-09-15 11:01:16,Aplikasi ini sangat merepotkan untuk login di hp lain selalu saja ada kesalahan lah atau tiada sinyallah padahal sinyalnya tidak bermasalah
Akhya Nur halim,2,2022-09-15 10:49:27,Udah di perbahrui ko malah suruh login ulang dan ga bisa masuk mau ngecek status vaksin juga. . ngecek di pedulilindungi.id juga ga bisa eror aduh kenapa ini
Masdalifah Masda,1,2022-09-15 10:47:18,Dulu bagus kalo ada orang yg gk punya smartphone trus minta tolong di cekkan niknya masih muncul sdh vaksi. Tp makin kesini makin gk bisa di pakai . Klo gk error pasti log in nya lama betul abis itu keluar kemenu lagi .
muhamad nadhif sefi afrohan,2,2022-09-15 10:42:37,"Aplikasi dibiayai pake anggaran negara kok gak maksimal, suka error, force close sendiri, data gak sinkron. Mohon untuk aplikator untuk menyempurnalkanya lagi 🤌"
Farid Iqbal,1,2022-09-15 10:36:23,"Ini kenapa sih diperbarui masuk ke apk pedulilindungi malah out tiba2 didaftar ulang mlah terjadi kesalahan padahal udh benar loh sy masukkan sesuai syarat, sampai skrg gak bisa masuk😭"
hendra permana,1,2022-09-15 10:15:06,"Aplikasi bobrok, habis update malah ga bisa scan, ketinggalan kereta."
Dicky Rinaldi,1,2022-09-15 10:02:29,"Kirain saya doang yg ga bisa login, katanya sih ""sesi sudah berakhir"", berakhir mana coba? Login pagi bisa kok, pas buka aplikasi sorenya ga bisa, padahal udah pake indihum, tsel, im3, ga mau juga, hapus aja lah 🗿"
Andri Nopriyatna,1,2022-09-15 10:00:48,Kalo ada yang bilang bagus itu cuma hoaks.. Gua masuk aja gak bisa gagal terus aneh app spam doang
Devi Senia,1,2022-09-15 09:55:51,Kenapa setelah diperbarui malah gak bisa dibuka Sudah di instal ulang juga gak bisa Mohon bantuannya
PEDULI UNTUK NEGERI,1,2022-09-15 09:51:57,"Ini apk bikin emosi, susah banget untuk ngaksesnya. Buka apknya juga, padahal udah pakai wifi dan kuota masih banyak"
Fachry Ostinato,1,2022-09-15 09:51:10,Jgn bikin Ribet!!!. Data sudah di isi semuah!!!!. Kenapa gak bisa masuk. Berulang2 di isi format gak bisa.
Vikri Arkhasyachwal,1,2022-09-15 09:45:55,"Aplikasi sampah keterangannya time out terus jadi close sendiri, giliran mau masuk gak bisa² sialan!! Maunya apa si nih aplikasi sampah sampah👎👎👎🖕🖕"
Tilu Jeujeur,2,2022-09-15 09:45:30,"Developer benerin bug nya sesi habis mulu, langsung keluar akun saya trss login lagi kesalahan kesalahn sinyal bagus main game online lancar masa iya login doang gak bisa"
Agus Syapriyanto,2,2022-09-15 09:36:25,"Ini aplikasi kenapa sekarang eror. Saya ojek online,masa akun tiba-tiba keluar dan saat mau masuk selalu gak bisa. Tolong segera diperbaiki,gimana saya mau ambil order kalo aplikàsi eror"
gm Rafli,1,2022-09-15 09:35:59,Tiba-tiba muncul pesan sesi telah habis silahkan untul login kembali setelah login masuk nomor hape yg terdaftar muncul notif terjadi kesalahan terus coba lagi tiba-tiba nomor hape tidak ditemui coba pake email sama juga telah terjadi kesalahan coba lagi kecewa sama apk peduliLindungi
Riefky Kurnia Permana,1,2022-09-15 08:39:14,Aplikasi sudah bisa dibuka. Tapi masalahnya kini berbeda. Sertifikat vaksin tidak bisa dibuka. Status vaksinansi juga tidak bisa dibuka. Mohon perbaiki kembali.
the last shinobi,1,2022-09-15 08:32:20,"Ini nih yang buat masyarakat malas untuk scane ,aplikasi sering eror susah untuk loging dan sebagainya,orang2 d suruh pakek pedulilindungi kalau masuk mall dll tapi sistemnya amburadul"
Christoffel Silalahi,1,2022-09-15 08:27:39,Koneksi ke aplikasi lambat dan pengiriman kode otp selalu terlambat.
Mardi Saputra,1,2022-09-15 08:25:03,Aplikasi eror terus minta login ulang mulu padahal udah login 3 kali tetap ajh minta login ulang tolong deh di perbaiki lagi nih gimana caranya seperti semula soalnya ribet kalo mau masuk perusahaan harus scan barcode
Indra Muhamad Faizal,1,2022-09-15 08:23:53,Anehh baru juga login sudah ada pemberitahuan sesi anda telah berakhir dan harus login ulang padahal aplikasinya baru diperbaiki
Jasmin Nugroho,1,2022-09-15 08:23:08,"Aplikasi ģoblok,, minta dperbarui,, eh dah dperbarui malah minta log in trus.. eror bisa2 masuk,, pas dah masuk waktu anda hbis suruh log in ulang... gmna sih ini ??"
Unang Anwarudin,1,2022-09-15 08:23:04,Pemberitahuan sesi anda telah habis mohon untuk login ulang.. Udah saya coba 20X sama aja nongolnya kaya gitu mulu.. Betapa indahnya..
R. frankenstein,1,2022-09-15 08:21:40,"Aplikasinya ga jelas,dikit2 minta pembaruan. Setelah itu lambat responnya."
Boby Alucard,1,2022-09-15 08:19:42,"Kenapa error trus sih aplikasinya,,,, setiap mau ngklaim sertifikat vaksin selalu di keluarkan dari aplikasinya,,,, tolong dong"
Febri Dwi Aji,1,2022-09-15 07:43:21,Abis update sering eror checkout ilang lah... gak bisa scan karena masih nyangkut d tempat sebelumny... payah
REZA CHAN,1,2022-09-15 07:40:14,"gmn ni bos,mau buka,peduli lindungi,suruh perbaharui. setelah d perbaharui error',sertifikat saya g ad, riwayat perjalanan jg g ad."
Nailasalsabila Hendriatna,1,2022-09-15 07:10:00,Susah mau login gabisa terus entah dr ponsel atau laptop sama sama gabisa. Kalo eror kira kira dong!
Andri sepriadi,1,2022-09-15 07:06:06,Sehabis update tdk bs dbuka ...terjadi kesalahan..knp ya ?? Bs dbantu? Mau login dengan no Tlpn tdk bs.bgitu lun jg dengan email tidak bs
Hendri Lim,1,2022-09-15 07:03:43,Peningkata apaan ini? Habis di update gak bisa di buka cuman mutar. Tolong lebih di perhatikan aplikasinya. Karna di wajibkan untuk di gunakan
Sumardi wsl,1,2022-09-15 06:58:29,"Aplikasi sampah...habis di update malah gak bisa login. Hai Developer kamu sangat menyusahkan orang dalam bekerja,web pedulilindungi.id juga susah diakses"
arif wahyudin,1,2022-09-15 06:57:46,"makin di update makin ngaco, lama bgt loading nya tiap mau akses ke pilihan"
vmoezx7,1,2022-09-15 06:55:08,"Sehabis login barcode, sesi anda telah berakhir trus log out sendiri, login lagi terjadi masalah coba lagi, aplikasi bobrok...aplikasi menyusahkan orang🤬"
Fitri Nurhasanah,2,2022-09-15 06:48:21,"Setelah di update untuk masuk aplikasinya lama banget dan itu pun selesai loading selalu ""504 gateaway"". Tolong jangan di persulit untuk login🙏"
Dafi Asresyans,1,2022-09-15 06:45:27,"Setan...gak bisa di buka aplikasinya,banyak kali kendala,peraturan yg untuk akses ini itulah,aplikasinya gak bisa di buka..."
Suheri Rasman,1,2022-09-15 06:40:26,"Kenapa apk ini sekarang jadi begini, masa sy barusana update lalu masuk setelah masuk beberapa saat langsung ada peringatan bahwa anda katanya sudah menghabiskan sesi dan silahkan utk melakukan login katanya dan sy login malahan gak bisa² sampe puluhan kali sy mencobanya tapi tetap tdk bisa."
robet Albana,2,2022-09-15 06:38:53,Tolong appnya di perbaiki .kadang bisa di buka kadang nggak.. Klo pas di perluin gimana??? Jgn bikin kecewa masyarakat..udah apa2 di bikin ribet pake aplikasi .trus bikin aplikasi nya gk bener😓😓
Daliyun Burgreens,1,2022-09-15 06:28:35,"Tolong di perbaiki pada saat mau cek vaksin, terlalu lama loading jadi gagal , endingnya suruh login ulang, pas login ulang , selalu gagal padahal baru update kemarin tapi masih aja error trus"
Irma Novieta S,1,2022-09-15 06:25:48,"Dulu awal2 dunlud launching aplikasi ini dapat berjalan bagus, lama gak buka aplikasi lag muncul layar hitam aja dan tulisan bekerjasama dengan....payah padahal sinyal internet full"
Yuu Rei,1,2022-09-15 06:25:16,"Habis di update malah ga bisa login, tolong kalau buat apk yg bener dikit"
citra wuland,1,2022-09-15 06:19:00,Aplikasi gu0blok login gak bisa. Bangsad aplikasi lemot berat gak bisa. Login..data sunda full.. aplikasinya tolol
Firman Imannuel,1,2022-09-15 06:18:42,"Aplikasi sampah makin lama untuk login aja kgk bisa,,, uninstal apk sampah"
Choirun Nisa,1,2022-09-15 06:13:59,"Tiba-tiba ke logout dan ngga bisa login, padahal email/no. Hp sudah bener 😑"
Ashad Saputra,1,2022-09-15 06:02:11,"Untuk graphic udah bagus, kontrol juga bagus, mungkin kedepannya agar lebih mudah pengoperasian, overall udah sempurna."
